"intnr","id","inttime","ctry","weight","compd","gdr","b_y","b_m","ageq","smas1","smas2","smas3","smas4","smas5","smas6","smas7","smas8","smas9","smas"
1714,2714,1183,"The Netherlands",1.13961680834259,"20210421","Girl",2008,7,12,5,4,3,2,3,3,3,4,2,3.22222222222222
1716,2716,2036,"The Netherlands",1.10237302796699,"20210418","Girl",2009,2,12,4,4,4,5,3,3,4,4,4,3.88888888888889
1719,2719,725,"The Netherlands",0.779388604867275,"20210412","Boy",2007,1,14,4,5,2,3,3,2,3,3,2,3
1720,2720,530,"The Netherlands",0.908794911321459,"20210409","Boy",2007,7,13,5,5,5,5,3,5,4,5,3,4.44444444444444
1723,2723,370,"The Netherlands",0.737025202263952,"20210411","Boy",2007,12,13,4,4,3,3,3,3,2,3,2,3
1725,2725,991,"The Netherlands",0.932197205794996,"20210411","Girl",2007,2,14,3,3,3,2,2,3,2,3,1,2.44444444444444
1727,2727,616,"The Netherlands",0.932197205794996,"20210410","Girl",2006,7,14,3,4,3,4,3,2,2,2,4,3
1728,2728,936,"The Netherlands",1.66184944157047,"20210422","Girl",2006,12,14,4,3,2,3,4,3,4,3,2,3.11111111111111
1730,2730,376,"The Netherlands",1.07667632942762,"20210411","Girl",2008,9,12,3,4,4,3,2,4,3,3,2,3.11111111111111
1731,2731,489,"The Netherlands",1.13961680834259,"20210409","Girl",2008,12,12,4,4,3,4,3,4,3,3,4,3.55555555555556
1732,2732,2603,"The Netherlands",0.878356666070866,"20210413","Girl",2007,7,13,3,4,3,4,3,3,3,4,4,3.44444444444444
1733,2733,574,"The Netherlands",1.19120010074289,"20210417","Boy",2009,2,12,3,3,2,2,2,3,2,2,3,2.44444444444444
1735,2735,1055,"The Netherlands",1.12690393304797,"20210419","Girl",2008,10,12,3,3,4,3,2,3,4,3,3,3.11111111111111
1736,2736,589,"The Netherlands",0.948336195545992,"20210410","Girl",2007,10,13,3,3,4,2,3,3,3,2,3,2.88888888888889
1738,2738,620,"The Netherlands",0.897902576081357,"20210409","Girl",2007,10,13,4,4,3,3,3,3,2,4,2,3.11111111111111
1740,2740,976,"The Netherlands",0.937591260219665,"20210418","Girl",2007,2,14,5,5,3,5,3,4,5,5,5,4.44444444444444
1742,2742,331,"The Netherlands",1.07513648130036,"20210416","Girl",2007,8,13,4,3,2,4,4,3,2,3,3,3.11111111111111
1743,2743,969,"The Netherlands",1.00731184207502,"20210422","Boy",2007,3,14,3,4,3,3,4,3,3,3,3,3.22222222222222
1744,2744,521,"The Netherlands",0.782202561545216,"20210410","Boy",2006,11,14,3,3,4,3,4,4,2,3,4,3.33333333333333
1748,2748,1700,"The Netherlands",0.921668688738217,"20210409","Boy",2009,2,12,3,4,3,2,5,3,2,4,5,3.44444444444444
1750,2750,843,"The Netherlands",1.10477081771781,"20210418","Girl",2007,7,13,3,3,3,1,4,3,3,4,3,3
1752,2752,362,"The Netherlands",0.924996342934502,"20210413","Boy",2008,6,12,4,4,3,3,3,4,4,4,4,3.66666666666667
1755,2755,1001,"The Netherlands",0.979069894314465,"20210409","Boy",2008,11,12,5,4,3,3,3,5,4,4,4,3.88888888888889
1757,2757,711,"The Netherlands",1.07280300978368,"20210409","Girl",2008,10,12,4,5,4,3,4,4,4,4,4,4
1759,2759,957,"The Netherlands",0.800871146403427,"20210416","Boy",2007,4,14,4,3,2,2,3,2,4,4,3,3
1760,2760,790,"The Netherlands",1.12690393304797,"20210416","Girl",2008,12,12,4,4,2,3,4,3,4,5,4,3.66666666666667
1763,2763,1620,"The Netherlands",1.32760449211025,"20210416","Girl",2008,9,12,4,5,2,1,2,4,5,5,5,3.66666666666667
1764,2764,374,"The Netherlands",0.800871146403427,"20210409","Boy",2006,8,14,4,4,4,2,2,4,4,4,2,3.33333333333333
1766,2766,682,"The Netherlands",0.878356666070866,"20210419","Girl",2007,6,13,3,4,3,3,3,2,3,4,2,3
1767,2767,744,"The Netherlands",0.827928656274489,"20210408","Boy",2007,1,14,3,2,2,2,2,2,1,2,3,2.11111111111111
1768,2768,307,"The Netherlands",0.983831052828321,"20210409","Boy",2006,11,14,5,4,3,5,1,3,3,3,3,3.33333333333333
1770,2770,357,"The Netherlands",1,"20210412","Girl",2006,5,14,4,4,4,3,3,3,4,3,3,3.44444444444444
1771,2771,409,"The Netherlands",0.76683422786695,"20210418","Boy",2006,10,14,4,4,3,3,3,3,3,4,3,3.33333333333333
1780,2780,677,"The Netherlands",0.734373770152013,"20210417","Boy",2008,2,13,4,4,3,4,3,3,2,3,5,3.44444444444444
1784,2784,331,"The Netherlands",0.949132936462899,"20210409","Boy",2008,2,13,5,3,3,3,2,3,4,4,3,3.33333333333333
1787,2787,987,"The Netherlands",0.857564759318448,"20210422","Boy",2009,2,12,4,3,4,3,3,4,2,4,4,3.44444444444444
1788,2788,977,"The Netherlands",0.779388604867275,"20210422","Boy",2006,9,14,4,5,3,3,3,4,4,4,3,3.66666666666667
1790,2790,748,"The Netherlands",1.10477081771781,"20210414","Girl",2007,10,13,4,4,4,3,4,4,4,5,3,3.88888888888889
1794,2794,1437,"The Netherlands",0.979468845154907,"20210424","Girl",2006,6,14,5,4,5,4,3,5,4,4,3,4.11111111111111
1796,2796,1386,"The Netherlands",0.75461555316222,"20210425","Boy",2007,9,13,4,3,2,3,2,4,4,3,4,3.22222222222222
1799,2799,588,"The Netherlands",0.734373770152013,"20210416","Boy",2008,3,13,3,4,3,2,4,3,4,4,4,3.44444444444444
1801,2801,1079,"The Netherlands",0.84125868077928,"20210412","Boy",2007,4,14,4,4,2,2,4,4,4,3,3,3.33333333333333
1802,2802,1611,"The Netherlands",0.792882042337161,"20210412","Boy",2008,5,12,5,5,4,5,3,4,3,5,5,4.33333333333333
1803,2803,1266,"The Netherlands",0.782202561545216,"20210411","Boy",2006,8,14,2,2,2,2,3,3,3,4,3,2.66666666666667
1804,2804,620,"The Netherlands",0.921668688738217,"20210411","Boy",2008,8,12,4,4,4,3,3,4,3,3,4,3.55555555555556
1806,2806,883,"The Netherlands",0.722544491263327,"20210413","Boy",2007,11,13,5,4,5,4,4,4,4,5,2,4.11111111111111
1808,2808,1037,"The Netherlands",0.827928656274489,"20210416","Boy",2006,11,14,3,4,3,2,4,3,3,3,4,3.22222222222222
1809,2809,779,"The Netherlands",0.779388604867275,"20210409","Boy",2006,8,14,4,5,2,3,3,4,5,4,2,3.55555555555556
1817,2817,715,"The Netherlands",0.979468845154907,"20210409","Girl",2006,6,14,4,5,2,4,3,4,3,4,1,3.33333333333333
1818,2818,602,"The Netherlands",1.32760449211025,"20210409","Girl",2008,10,12,4,3,3,4,4,4,2,3,3,3.33333333333333
1824,2824,1747,"The Netherlands",0.800871146403427,"20210410","Boy",2007,1,14,4,4,3,2,3,4,4,3,2,3.22222222222222
1825,2825,403,"The Netherlands",0.771407874851546,"20210418","Boy",2008,1,13,5,5,5,3,5,5,5,5,2,4.44444444444444
1826,2826,851,"The Netherlands",0.923673425501041,"20210410","Boy",2008,3,13,3,4,3,3,5,3,3,3,3,3.33333333333333
1827,2827,1288,"The Netherlands",1.38653191645373,"20210416","Girl",2008,11,12,4,3,3,2,4,3,4,4,4,3.44444444444444
1828,2828,1249,"The Netherlands",0.844094933516,"20210409","Girl",2007,2,14,4,3,2,2,2,2,4,4,4,3
1830,2830,790,"The Netherlands",0.859430062567343,"20210416","Boy",2007,12,13,4,5,2,2,5,3,4,5,3,3.66666666666667
1831,2831,554,"The Netherlands",0.84125868077928,"20210409","Boy",2006,5,14,4,4,3,3,3,4,4,3,3,3.44444444444444
1833,2833,725,"The Netherlands",0.932197205794996,"20210418","Girl",2006,5,14,4,3,4,2,3,3,4,3,4,3.33333333333333
1839,2839,188,"The Netherlands",0.780110313299649,"20210418","Boy",2008,3,13,4,4,2,4,4,4,4,1,4,3.44444444444444
1840,2840,783,"The Netherlands",0.737025202263952,"20210414","Boy",2008,1,13,3,4,3,4,3,4,3,3,2,3.22222222222222
1842,2842,598,"The Netherlands",1.15796515257026,"20210413","Girl",2008,8,12,4,4,2,5,4,3,5,5,3,3.88888888888889
1843,2843,942,"The Netherlands",1.34933962950447,"20210409","Girl",2008,10,12,4,5,3,3,2,3,4,4,2,3.33333333333333
1844,2844,738,"The Netherlands",0.947072942488836,"20210411","Boy",2008,8,12,4,4,4,4,5,3,4,5,4,4.11111111111111
1846,2846,1135,"The Netherlands",0.9681479832124,"20210412","Boy",2008,12,12,3,4,3,3,3,4,2,2,4,3.11111111111111
1850,2850,592,"The Netherlands",1.32760449211025,"20210410","Girl",2009,3,12,4,4,4,3,3,4,4,4,4,3.77777777777778
1857,2857,135,"The Netherlands",0.782202561545216,"20210416","Boy",2007,4,14,4,3,3,3,3,3,3,3,3,3.11111111111111
1860,2860,554,"The Netherlands",0.947072942488836,"20210411","Boy",2009,2,12,4,3,3,2,2,2,4,4,2,2.88888888888889
1863,2863,930,"The Netherlands",0.932197205794996,"20210408","Girl",2006,9,14,2,4,3,3,2,3,2,2,4,2.77777777777778
1864,2864,474,"The Netherlands",1.15796515257026,"20210415","Girl",2008,11,12,4,4,4,3,4,3,4,4,4,3.77777777777778
1865,2865,424,"The Netherlands",0.883439178259921,"20210409","Girl",2008,2,13,4,4,2,3,4,2,2,2,3,2.88888888888889
1867,2867,391,"The Netherlands",0.782202561545216,"20210411","Boy",2006,12,14,3,4,4,3,3,3,4,4,4,3.55555555555556
1873,2873,808,"The Netherlands",0.844094933516,"20210409","Girl",2006,6,14,4,5,3,3,2,2,4,5,3,3.44444444444444
1875,2875,622,"The Netherlands",0.800871146403427,"20210409","Boy",2006,9,14,4,5,2,2,3,3,4,4,4,3.44444444444444
1880,2880,895,"The Netherlands",1.14515869692591,"20210409","Girl",2006,10,14,4,4,3,3,3,3,4,3,3,3.33333333333333
1881,2881,410,"The Netherlands",1.13961680834259,"20210409","Girl",2008,9,12,4,4,3,4,3,4,4,3,3,3.55555555555556
1884,2884,675,"The Netherlands",0.854795655479883,"20210409","Girl",2007,7,13,4,4,4,5,4,4,3,4,4,4
1887,2887,250,"The Netherlands",1.42773144903969,"20210409","Boy",2007,1,14,1,2,4,3,3,2,3,3,2,2.55555555555556
1898,2898,556,"The Netherlands",1,"20210411","Girl",2006,6,14,5,5,4,3,4,3,4,5,4,4.11111111111111
1902,2902,1344,"The Netherlands",0.76683422786695,"20210416","Boy",2007,2,14,4,4,3,2,2,2,1,2,4,2.66666666666667
1903,2903,1748,"The Netherlands",1.14057425291242,"20210417","Boy",2008,10,12,4,2,3,1,2,2,2,2,3,2.33333333333333
1905,2905,463,"The Netherlands",1.05552231906303,"20210409","Girl",2009,1,12,3,4,2,3,4,2,4,2,4,3.11111111111111
1911,2911,1775,"The Netherlands",1.12265917847105,"20210422","Girl",2006,8,14,5,5,5,3,4,5,5,5,2,4.33333333333333
1915,2915,1097,"The Netherlands",1.96522580151583,"20210427","Girl",2008,6,12,4,5,4,2,5,3,4,3,3,3.66666666666667
1918,2918,488,"The Netherlands",0.932197205794996,"20210426","Girl",2007,5,13,4,4,2,3,3,3,3,2,3,3
1919,2919,986,"The Netherlands",0.906822466820736,"20210410","Boy",2008,8,12,4,2,1,2,3,1,2,2,3,2.22222222222222
1920,2920,797,"The Netherlands",1.38653191645373,"20210416","Girl",2008,8,12,5,4,3,4,3,3,4,4,4,3.77777777777778
1922,2922,829,"The Netherlands",1.07280300978368,"20210408","Girl",2008,10,12,4,3,4,3,3,4,5,4,3,3.66666666666667
1925,2925,521,"The Netherlands",0.795744716623031,"20210420","Boy",2008,3,13,4,4,2,4,2,3,3,3,4,3.22222222222222
1926,2926,1220,"The Netherlands",0.998691700805842,"20210416","Boy",2008,8,12,3,3,2,2,3,3,3,3,3,2.77777777777778
1927,2927,608,"The Netherlands",0.979069894314465,"20210417","Boy",2008,10,12,4,5,4,5,4,4,5,4,3,4.22222222222222
1928,2928,242,"The Netherlands",0.84125868077928,"20210409","Boy",2006,8,14,4,4,4,4,4,4,4,4,3,3.88888888888889
1930,2930,1689,"The Netherlands",1.07513648130036,"20210416","Girl",2008,1,13,4,4,3,3,4,2,3,5,3,3.44444444444444
1934,2934,427,"The Netherlands",1.10477081771781,"20210409","Girl",2007,12,13,5,5,5,5,4,4,5,5,5,4.77777777777778
1936,2936,501,"The Netherlands",1.15924738805372,"20210409","Boy",2008,9,12,4,4,3,3,3,3,3,2,2,3
1938,2938,1495,"The Netherlands",0.964501221086224,"20210423","Boy",2006,12,14,4,4,4,4,3,3,3,4,2,3.44444444444444
1941,2941,863,"The Netherlands",0.841026623125398,"20210419","Girl",2008,1,13,5,5,5,4,5,5,4,5,4,4.66666666666667
1944,2944,493,"The Netherlands",1.10237302796699,"20210409","Girl",2009,3,12,3,2,3,3,2,3,2,4,3,2.77777777777778
1945,2945,898,"The Netherlands",0.906822466820736,"20210417","Boy",2008,8,12,4,4,3,3,4,2,2,4,3,3.22222222222222
1946,2946,476,"The Netherlands",0.922651756741203,"20210422","Girl",2007,8,13,4,4,3,3,4,4,3,5,3,3.66666666666667
1949,2949,651,"The Netherlands",0.800871146403427,"20210409","Boy",2006,10,14,4,4,3,3,4,3,4,5,3,3.66666666666667
1951,2951,1002,"The Netherlands",1.14057425291242,"20210416","Boy",2008,11,12,5,3,4,1,1,3,4,3,3,3
1954,2954,483,"The Netherlands",0.758982051300333,"20210420","Boy",2008,5,12,3,4,3,3,3,3,2,3,3,3
1959,2959,533,"The Netherlands",1.38653191645373,"20210409","Girl",2009,2,12,4,4,4,3,2,5,4,5,3,3.77777777777778
1960,2960,815,"The Netherlands",0.722544491263327,"20210409","Boy",2008,3,13,3,3,2,3,2,3,3,3,2,2.66666666666667
1964,2964,1204,"The Netherlands",0.878356666070866,"20210410","Girl",2008,1,13,3,3,4,1,2,2,3,2,2,2.44444444444444
1965,2965,128,"The Netherlands",1.3542113754314,"20210417","Girl",2008,9,12,3,3,3,3,3,3,3,3,3,3
1967,2967,538,"The Netherlands",0.995098929164779,"20210411","Boy",2009,1,12,4,4,3,4,4,3,4,4,4,3.77777777777778
1969,2969,760,"The Netherlands",0.932197205794996,"20210409","Girl",2007,3,14,4,4,4,3,3,4,2,3,3,3.33333333333333
1971,2971,787,"The Netherlands",0.734373770152013,"20210416","Boy",2008,2,13,3,4,3,3,4,3,4,4,4,3.55555555555556
1972,2972,532,"The Netherlands",0.963691579404092,"20210408","Girl",2007,2,14,4,4,3,3,3,2,4,4,4,3.44444444444444
1975,2975,766,"The Netherlands",1.12265917847105,"20210416","Girl",2006,7,14,3,4,4,2,3,3,4,3,2,3.11111111111111
1976,2976,806,"The Netherlands",1.42773144903969,"20210423","Boy",2007,3,14,4,4,3,4,2,4,4,3,3,3.44444444444444
1977,2977,809,"The Netherlands",0.908794911321459,"20210411","Boy",2007,11,13,4,3,3,3,2,3,3,4,4,3.22222222222222
1979,2979,1197,"The Netherlands",1.05781820306437,"20210419","Girl",2008,3,13,4,3,3,3,3,2,3,4,4,3.22222222222222
1981,2981,924,"The Netherlands",0.854795655479883,"20210416","Girl",2007,10,13,4,4,3,1,2,4,4,4,4,3.33333333333333
1982,2982,1426,"The Netherlands",1.05552231906303,"20210413","Girl",2008,9,12,4,2,3,3,2,3,3,3,2,2.77777777777778
1984,2984,582,"The Netherlands",0.878356666070866,"20210410","Girl",2007,6,13,3,2,2,2,2,2,3,2,3,2.33333333333333
1985,2985,985,"The Netherlands",2.09022466317751,"20210422","Girl",2007,1,14,4,5,5,5,5,3,5,5,5,4.66666666666667
1986,2986,1554,"The Netherlands",1.10237302796699,"20210409","Girl",2008,11,12,4,3,3,2,4,3,3,4,2,3.11111111111111
1989,2989,474,"The Netherlands",0.97164344935802,"20210410","Boy",2008,7,12,5,5,4,4,4,4,4,4,4,4.22222222222222
1990,2990,750,"The Netherlands",1.69062079052805,"20210409","Girl",2008,2,13,5,5,5,3,3,5,5,5,5,4.55555555555556
1993,2993,588,"The Netherlands",0.854795655479883,"20210409","Girl",2008,2,13,3,3,3,3,3,1,3,3,4,2.88888888888889
1996,2996,326,"The Netherlands",1.32760449211025,"20210414","Girl",2009,1,12,3,3,3,3,3,4,4,3,3,3.22222222222222
1997,2997,790,"The Netherlands",1.69062079052805,"20210409","Girl",2007,11,13,4,4,3,4,3,4,4,3,4,3.66666666666667
1998,2998,684,"The Netherlands",1.56586667063082,"20210422","Girl",2008,3,13,5,5,4,4,4,5,4,5,4,4.44444444444444
1999,2999,314,"The Netherlands",0.947072942488836,"20210410","Boy",2008,8,12,4,4,4,4,4,4,4,5,4,4.11111111111111
2003,3003,527,"The Netherlands",1.10237302796699,"20210416","Girl",2009,2,12,3,5,4,2,4,3,3,2,4,3.33333333333333
2007,3007,533,"The Netherlands",0.980291742044676,"20210410","Boy",2006,8,14,4,5,3,4,4,4,4,4,4,4
2008,3008,575,"The Netherlands",0.994833360869473,"20210410","Boy",2008,10,12,1,5,4,3,4,3,3,4,3,3.33333333333333
2009,3009,451,"The Netherlands",1.05552231906303,"20210409","Girl",2008,10,12,4,4,4,4,4,4,4,4,3,3.88888888888889
2011,3011,1105,"The Netherlands",0.921668688738217,"20210412","Boy",2008,12,12,4,4,4,3,4,4,4,4,4,3.88888888888889
2013,3013,881,"The Netherlands",1.13097258227891,"20210410","Girl",2008,11,12,4,3,3,2,2,3,4,4,2,3
2020,3020,795,"The Netherlands",1.04852547550716,"20210415","Girl",2008,9,12,5,5,4,3,5,4,4,5,2,4.11111111111111
2023,3023,864,"The Netherlands",1.14057425291242,"20210417","Boy",2009,1,12,4,2,3,2,2,2,4,4,5,3.11111111111111
2025,3025,387,"The Netherlands",1.12265917847105,"20210409","Girl",2007,1,14,4,4,4,4,4,4,4,4,3,3.88888888888889
2027,3027,417,"The Netherlands",1.05781820306437,"20210418","Girl",2007,12,13,4,4,4,4,4,2,3,3,4,3.55555555555556
2030,3030,598,"The Netherlands",0.921668688738217,"20210409","Boy",2008,10,12,4,4,3,2,4,4,4,2,3,3.33333333333333
2031,3031,1350,"The Netherlands",1,"20210414","Boy",2006,6,14,3,5,4,1,4,3,3,4,4,3.44444444444444
2032,3032,384,"The Netherlands",1.64483254956417,"20210422","Other, namely...",2008,4,13,5,5,4,5,5,3,5,5,1,4.22222222222222
2034,3034,598,"The Netherlands",0.80550529733629,"20210409","Boy",2006,12,14,3,4,3,3,3,3,4,4,4,3.44444444444444
2040,3040,691,"The Netherlands",1.17248984279617,"20210416","Girl",2006,11,14,4,4,3,2,3,4,3,4,4,3.44444444444444
2045,3045,724,"The Netherlands",0.878356666070866,"20210409","Girl",2007,8,13,4,4,4,3,2,3,3,3,2,3.11111111111111
2047,3047,576,"The Netherlands",1.07280300978368,"20210422","Girl",2008,9,12,4,4,4,4,4,4,4,4,4,4
2048,3048,425,"The Netherlands",1.19020015877056,"20210409","Girl",2008,7,12,3,4,4,4,2,3,3,3,3,3.22222222222222
2050,3050,383,"The Netherlands",0.844521400037138,"20210410","Boy",2006,6,14,4,3,4,3,3,3,3,2,4,3.22222222222222
2051,3051,633,"The Netherlands",1.10875178567209,"20210409","Girl",2008,9,12,5,4,4,5,4,4,4,4,4,4.22222222222222
2053,3053,858,"The Netherlands",0.80550529733629,"20210418","Boy",2006,12,14,4,4,3,2,4,2,3,4,5,3.44444444444444
2054,3054,847,"The Netherlands",1.05552231906303,"20210415","Girl",2008,9,12,5,5,4,5,4,5,4,5,3,4.44444444444444
2055,3055,1081,"The Netherlands",1.10477081771781,"20210409","Girl",2008,5,12,3,3,2,4,3,2,2,2,3,2.66666666666667
2061,3061,649,"The Netherlands",0.818692785336987,"20210409","Boy",2006,7,14,4,2,4,4,2,3,2,4,2,3
2062,3062,1147,"The Netherlands",0.854795655479883,"20210409","Girl",2007,12,13,5,4,4,3,4,4,4,4,4,4
2063,3063,1631,"The Netherlands",0.927008317732841,"20210423","Boy",2008,3,13,5,3,3,4,4,4,4,5,2,3.77777777777778
2064,3064,904,"The Netherlands",0.892578946982619,"20210411","Girl",2006,10,14,3,2,3,1,2,2,2,3,2,2.22222222222222
2065,3065,758,"The Netherlands",0.76683422786695,"20210416","Boy",2006,9,14,4,5,3,4,3,4,3,5,4,3.88888888888889
2076,3076,1792,"The Netherlands",1.60362356248555,"20210417","Boy",2008,11,12,4,5,4,4,3,5,4,4,3,4
2077,3077,875,"The Netherlands",0.964501221086224,"20210409","Boy",2007,2,14,3,4,3,4,5,4,5,4,5,4.11111111111111
2079,3079,1214,"The Netherlands",0.906822466820736,"20210415","Boy",2008,11,12,4,4,3,2,3,3,3,4,5,3.44444444444444
2084,3084,245,"The Netherlands",0.995098929164779,"20210415","Boy",2008,10,12,3,3,3,3,3,3,3,3,3,3
2085,3085,746,"The Netherlands",0.737025202263952,"20210425","Boy",2007,7,13,4,4,4,3,4,4,2,2,4,3.44444444444444
2087,3087,741,"The Netherlands",0.998691700805842,"20210422","Boy",2007,2,14,4,3,3,2,3,2,3,2,3,2.77777777777778
2089,3089,466,"The Netherlands",0.81473650787772,"20210410","Boy",2007,7,13,4,4,3,3,3,3,3,3,3,3.22222222222222
2093,3093,669,"The Netherlands",0.780110313299649,"20210416","Boy",2007,8,13,4,4,3,2,2,3,3,4,2,3
2094,3094,304,"The Netherlands",0.75461555316222,"20210409","Boy",2008,1,13,4,4,3,4,4,4,4,4,4,3.88888888888889
2096,3096,364,"The Netherlands",0.835451628071235,"20210416","Girl",2008,3,13,4,4,4,5,4,4,4,4,3,4
2097,3097,572,"The Netherlands",1.66184944157047,"20210414","Girl",2006,10,14,3,4,4,1,4,3,3,4,4,3.33333333333333
2098,3098,548,"The Netherlands",0.878356666070866,"20210416","Girl",2007,10,13,4,4,3,4,3,3,3,3,4,3.44444444444444
2099,3099,294,"The Netherlands",0.921668688738217,"20210409","Boy",2008,7,12,5,4,3,4,4,3,3,3,3,3.55555555555556
2103,3103,534,"The Netherlands",0.857881866810138,"20210410","Girl",2007,12,13,4,4,4,4,3,4,3,4,4,3.77777777777778
2108,3108,461,"The Netherlands",1.56586667063082,"20210409","Girl",2008,3,13,4,4,4,4,4,4,4,4,4,4
2113,3113,896,"The Netherlands",0.964501221086224,"20210416","Boy",2007,1,14,4,4,3,3,3,4,4,4,4,3.66666666666667
2114,3114,546,"The Netherlands",1.16245617927767,"20210416","Girl",2009,2,12,4,4,3,3,3,4,4,5,2,3.55555555555556
2115,3115,382,"The Netherlands",1.13097258227891,"20210409","Girl",2008,11,12,4,4,3,3,4,3,4,3,4,3.55555555555556
2121,3121,521,"The Netherlands",1.02252716450831,"20210413","Boy",2008,7,12,4,4,4,3,3,3,3,3,2,3.22222222222222
2122,3122,999,"The Netherlands",0.892578946982619,"20210409","Girl",2006,11,14,5,5,5,4,4,4,4,4,3,4.22222222222222
2125,3125,320,"The Netherlands",1.25549031745779,"20210408","Girl",2008,7,12,4,4,4,4,3,4,5,5,2,3.88888888888889
2126,3126,803,"The Netherlands",0.795342881357521,"20210412","Girl",2008,6,12,2,3,3,3,3,2,5,4,3,3.11111111111111
2127,3127,2158,"The Netherlands",0.725180544283833,"20210410","Boy",2006,9,14,4,5,4,4,4,5,5,5,2,4.22222222222222
2128,3128,1174,"The Netherlands",1.05781820306437,"20210414","Girl",2008,1,13,3,3,3,3,2,4,2,4,2,2.88888888888889
2131,3131,740,"The Netherlands",0.76683422786695,"20210409","Boy",2007,2,14,4,4,4,3,3,3,4,4,4,3.66666666666667
2132,3132,1199,"The Netherlands",1.32760449211025,"20210418","Girl",2008,11,12,4,4,4,4,3,3,4,3,3,3.55555555555556
2133,3133,2033,"The Netherlands",0.782202561545216,"20210410","Boy",2007,3,14,4,4,3,4,4,3,4,4,3,3.66666666666667
2137,3137,738,"The Netherlands",0.737025202263952,"20210417","Boy",2007,11,13,3,2,1,1,2,1,2,2,3,1.88888888888889
2142,3142,512,"The Netherlands",0.81473650787772,"20210409","Boy",2008,3,13,4,4,3,3,3,3,4,4,4,3.55555555555556
2151,3151,378,"The Netherlands",1.57211635039726,"20210411","Boy",2008,10,12,4,4,4,2,2,2,4,3,2,3
2152,3152,476,"The Netherlands",0.979468845154907,"20210422","Girl",2006,6,14,5,4,4,3,3,4,3,4,3,3.66666666666667
2157,3157,1323,"The Netherlands",1.68836876019096,"20210409","Boy",2008,11,12,4,4,4,4,5,5,4,3,3,4
2160,3160,391,"The Netherlands",0.921668688738217,"20210427","Boy",2009,1,12,3,3,2,3,3,3,3,3,3,2.88888888888889
2165,3165,796,"The Netherlands",0.841026623125398,"20210409","Girl",2007,11,13,4,3,4,2,4,3,3,4,4,3.44444444444444
2168,3168,762,"The Netherlands",0.980291742044676,"20210408","Boy",2007,4,14,5,5,4,4,3,5,3,5,4,4.22222222222222
2169,3169,527,"The Netherlands",0.921668688738217,"20210426","Boy",2008,6,12,4,4,3,3,4,3,2,4,5,3.55555555555556
2170,3170,885,"The Netherlands",0.75461555316222,"20210412","Boy",2008,2,13,4,2,4,3,3,2,4,5,3,3.33333333333333
2172,3172,562,"The Netherlands",0.932197205794996,"20210409","Girl",2007,3,14,3,4,3,2,4,2,2,3,2,2.77777777777778
2173,3173,206,"The Netherlands",0.908794911321459,"20210416","Boy",2008,4,13,4,3,3,3,3,3,3,3,3,3.11111111111111
2174,3174,817,"The Netherlands",0.800871146403427,"20210416","Boy",2007,3,14,4,4,4,3,4,4,2,3,4,3.55555555555556
2178,3178,1760,"The Netherlands",0.76683422786695,"20210411","Boy",2007,5,13,4,3,4,3,5,2,4,3,1,3.22222222222222
2179,3179,261,"The Netherlands",1.32760449211025,"20210416","Girl",2008,7,12,3,3,3,2,3,2,3,3,4,2.88888888888889
2180,3180,441,"The Netherlands",1.48191986347657,"20210409","Girl",2008,1,13,4,4,3,3,3,3,3,4,4,3.44444444444444
2181,3181,976,"The Netherlands",1.16343281225498,"20210423","Boy",2009,3,12,4,3,5,3,4,3,4,5,3,3.77777777777778
2183,3183,650,"The Netherlands",0.857564759318448,"20210412","Boy",2008,12,12,3,3,2,4,4,2,3,3,3,3
2188,3188,449,"The Netherlands",0.998691700805842,"20210413","Boy",2009,1,12,4,5,3,3,3,3,3,3,3,3.33333333333333
2189,3189,765,"The Netherlands",0.854795655479883,"20210422","Girl",2007,9,13,4,4,4,3,4,3,4,4,2,3.55555555555556
2193,3193,451,"The Netherlands",1.19120010074289,"20210419","Boy",2008,7,12,4,4,4,4,4,4,4,4,4,4
2203,3203,796,"The Netherlands",0.932197205794996,"20210411","Girl",2006,11,14,1,1,1,1,3,1,1,1,3,1.44444444444444
2204,3204,1607,"The Netherlands",0.878356666070866,"20210409","Girl",2008,4,13,4,4,5,4,3,4,4,4,3,3.88888888888889
2206,3206,977,"The Netherlands",0.84125868077928,"20210409","Boy",2007,5,13,5,5,5,5,5,5,5,5,5,5
2207,3207,1144,"The Netherlands",0.854795655479883,"20210409","Girl",2008,3,13,4,4,3,2,3,3,2,3,5,3.22222222222222
2208,3208,843,"The Netherlands",0.952941219474549,"20210410","Girl",2007,4,14,4,4,2,3,3,3,3,3,2,3
2209,3209,503,"The Netherlands",0.983831052828321,"20210409","Boy",2006,9,14,4,3,3,5,5,4,5,4,3,4
2210,3210,710,"The Netherlands",0.878356666070866,"20210409","Girl",2007,9,13,3,4,2,2,3,2,3,4,4,3
2212,3212,313,"The Netherlands",0.964501221086224,"20210409","Boy",2007,11,13,5,5,5,5,5,5,3,5,5,4.77777777777778
2213,3213,1204,"The Netherlands",0.779388604867275,"20210409","Boy",2007,4,14,4,3,4,4,3,4,4,4,3,3.66666666666667
2214,3214,1615,"The Netherlands",0.734373770152013,"20210410","Boy",2008,5,12,3,2,2,1,1,3,1,3,2,2
2215,3215,750,"The Netherlands",0.897902576081357,"20210410","Girl",2007,10,13,1,3,3,3,3,3,3,3,3,2.77777777777778
